time,Year,n_T,n_P1,n_P2,i_ILI,Week,season,pop,temp,ah,h3_inc,rhino_inc
10,2019,7707,1433,161,0.0114,3,s18-19,7507400,-1.225935072381025,-1.034347681832706,0,0
11,2019,7826,1463,172,0.0104,4,s18-19,7507400,-1.3205362391953623,-1.585772532795435,0,0
12,2019,7095,1338,154,0.0085,5,s18-19,7507400,-0.9949969298636722,-1.0966787172728047,0,0
13,2019,6073,960,141,0.0081,6,s18-19,7507400,-0.44408425253312095,-0.27856863528711756,0,0
14,2019,6374,907,164,0.0072,7,s18-19,7507400,-0.7529292383093393,-0.5607270159331136,0,0
15,2019,6243,1029,192,0.0048,8,s18-19,7507400,-0.8030122089757529,-0.383874479534372,0,0
16,2019,6164,936,172,0.00409999999999999,9,s18-19,7507400,-0.7751883363833009,-0.4561866599835658,0,0
17,2019,5973,625,136,0.0046,10,s18-19,7507400,-0.9003957630493353,-0.37985728520336154,0,0
18,2019,5964,509,138,0.0046,11,s18-19,7507400,-0.9198724738640514,-0.8721669782577648,0,0
19,2019,6475,344,80,0.0058,12,s18-19,7507400,-0.232622820830485,-0.01806301654232049,0,0
20,2019,6117,401,129,0.0039,13,s18-19,7507400,-0.36617740927425463,-0.0729804395617343,0,0
21,2019,5410,234,79,0.0047,14,s18-19,7507400,-0.22427565905274904,-0.30098596964870084,0,0
22,2019,6209,235,107,0.0045,15,s18-19,7507400,0.24038301324120123,0.399015259990965,0,0
23,2019,4306,181,92,0.0033,16,s18-19,7507400,-0.06846197253501711,0.2776263384253626,0,0
24,2019,6579,222,100,0.0043,17,s18-19,7507400,0.6716530384242091,0.7425638372013673,0,0
25,2019,5439,209,102,0.0035,18,s18-19,7507400,0.02057441976082932,0.13927304552394312,0,0
26,2019,5433,155,110,0.0039,19,s18-19,7507400,-0.2493171443859562,0.07559391127574329,0,0
27,2019,5508,163,107,0.004,20,s18-19,7507400,0.8858968573860899,0.9840208894164556,0,0
28,2019,5585,184,111,0.0033,21,s18-19,7507400,0.6438291658317571,0.8549159978648976,0,0
29,2019,5059,129,83,0.0049,22,s18-19,7507400,0.3961966997589332,0.8768152578306899,0,0
30,2019,4818,161,86,0.00409999999999999,23,s18-19,7507400,0.9749332496819372,1.072922112182227,0,0
31,2019,5527,132,123,0.0043,24,s18-19,7507400,0.8942440191638259,1.050757769537623,0,0
32,2019,5401,146,89,0.00509999999999999,25,s18-19,7507400,1.097358289088726,1.2176899176087113,0,0
33,2019,5262,119,117,0.0049,26,s18-19,7507400,1.0723168037555195,1.3794297802297495,0,0
34,2019,4800,144,95,0.0045,27,s18-19,7507400,1.0083218967928795,1.248077305812043,0,0
35,2019,5033,112,77,0.0057,28,s18-19,7507400,1.0806639655332546,1.252883611059921,0,0
36,2019,5210,179,99,0.0045,29,s18-19,7507400,1.2030890049400442,1.3178974708177245,0,0
37,2019,4746,183,124,0.0037,30,s18-19,7507400,1.1279645489404235,1.2273488392621934,0,0
38,2019,4508,287,219,0.0023,31,s18-19,7507400,0.7217360090906227,1.1063026747441298,0,0
39,2019,4721,163,135,0.0037,32,s18-19,7507400,1.2086537794585346,1.0887148202917716,0,0
40,2019,4686,186,139,0.003,33,s18-19,7507400,1.1724827450883466,1.3794318988048375,0,0
41,2019,4462,181,175,0.0027,34,s18-19,7507400,1.041710543903822,1.0907452442027783,0,0
42,2019,4370,179,174,0.0028,35,s18-19,7507400,0.8163371759049596,1.1493604477661812,0,0
43,2019,4297,151,116,0.0032,36,s18-19,7507400,0.8636377593121283,1.023310937828587,0,0
44,2019,4127,71,82,0.0056,37,s18-19,7507400,1.1474412597551402,0.9562596082504728,0,0
45,2019,5345,107,99,0.00409999999999999,38,s18-19,7507400,0.8803320828675996,0.3174624006506488,0,0
46,2019,4904,85,80,0.0043,39,s18-19,7507400,0.6716530384242091,-0.0842049578821449,0,0
47,2019,4798,79,112,0.0028,40,s18-19,7507400,0.9804980242004274,0.19974998233832011,0,0
48,2019,4317,44,66,0.0034,41,s18-19,7507400,0.7217360090906227,0.5567710935838529,0,0
49,2019,4294,30,60,0.0033,42,s18-19,7507400,0.40732624879591395,-0.07904194199990582,0,0
50,2019,4743,18,43,0.0052,43,s18-19,7507400,0.315507469240822,-0.16908174747155008,0,0
51,2019,4676,16,28,0.0039,44,s18-19,7507400,0.10404603753818605,-0.4310962793742413,0,0
52,2019,4784,20,37,0.0029,45,s18-19,7507400,0.00388009620535811,-1.1259191774850277,0,0
